"description","record_count","total_passengers","origin_airport_dot_id","origin_airport_iata","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_WAC","airport_type","latitude","longitude","iso_country","municipality","iso_region","gps_code","local_code","continent","elevation_feet"
"Marshall, TX: Harrison County",1,8,10378,"ASL","Marshall, TX","TX",74,"small_airport",32.5205001831,-94.307800293,"US","Marshall","US-TX","KASL","ASL","NA",357
"Zhengzhou, China: Xinzheng",4,8,10971,"CGO","Zhengzhou, China","",713,"large_airport",34.5196990966797,113.841003417969,"CN","Zhengzhou","CN-41","ZHCC","","AS",495
"Dubrovnik, Croatia: Dubrovnik Airport",2,8,11276,"DBV","Dubrovnik, Croatia","",415,"medium_airport",42.5614013671875,18.2681999206543,"HR","Dubrovnik","HR-19","LDDU","","EU",527
"False Island, AK: False Island Airport",4,8,11632,"FAK","False Island, AK","AK",1,"seaplane_base",57.5321998596,-135.212997437,"US","False Island","US-AK","2Z6","2Z6","NA",""
"Montes Claros, Brazil: Mario Ribeiro",1,8,13423,"MOC","Montes Claros, Brazil","",316,"medium_airport",-16.7068996429,-43.818901062,"BR","Montes Claros","BR-MG","SBMK","","SA",2191
"Lamezia Terme, Italy: Lamezia Terme Airport",1,8,15034,"SUF","Lamezia Terme, Italy","",450,"medium_airport",38.9053993225098,16.2423000335693,"IT","Lamezia Terme","IT-78","LICA","","EU",39
"Cape May, NJ: Cape May County",2,8,15882,"WWD","Cape May, NJ","NJ",21,"medium_airport",39.0084991455,-74.9083023071,"US","Wildwood","US-NJ","KWWD","WWD","NA",23
"Gore Bay, Canada: Gore Bay/Manitoulin",1,8,16272,"YZE","Gore Bay, Canada","ON",936,"medium_airport",45.8852996826172,-82.5678024291992,"CA","Gore Bay","CA-ON","CYZE","","NA",635
"Avignon, France: Avignon Caumont",2,7,10432,"AVN","Avignon, France","",427,"medium_airport",43.907299041748,4.90183019638062,"FR","Avignon/Caumont","FR-U","LFMV","","EU",124
"Bodrum, Turkey: Imsik",1,7,10637,"BJV","Bodrum, Turkey","",679,"large_airport",37.2505989075,27.6643009186,"TR","Bodrum","TR-48","LTFE","","AS",21
"Florence, Italy: Firenze",2,7,11700,"FLR","Florence, Italy","",450,"medium_airport",43.810001373291,11.2051000595093,"IT","Firenze","IT-52","LIRQ","","EU",142
"Kingston, Jamaica: Tinson Pen",1,7,12820,"KTP","Kingston, Jamaica","",243,"medium_airport",17.9885997772217,-76.8237991333008,"JM","Tinson Pen","JM-02","MKTP","","NA",16
"Milford Sound, New Zealand: Milford Sound Airport",1,7,13262,"MFN","Milford Sound, New Zealand","",851,"small_airport",-44.6733016967773,167.923004150391,"NZ","","NZ-STL","NZMF","","OC",10
"Odessa, Ukraine: Odessa International",2,7,13820,"ODS","Odessa, Ukraine","",488,"large_airport",46.4267997741699,30.6765003204346,"UA","Odessa","UA-51","UKOO","","EU",172
"Reykjavik, Iceland: Reykjavik Airport",3,7,14545,"RKV","Reykjavik, Iceland","",439,"medium_airport",64.1299972534,-21.9405994415,"IS","Reykjavik","IS-1","BIRK","","EU",48
"Springdale, AR: Springdale Municipal",2,7,14964,"SPZ","Springdale, AR","AR",71,"small_airport",36.176399231,-94.1193008423,"US","Springdale","US-AR","KASG","ASG","NA",1353
"Warsaw, IN: Warsaw Municipal",1,7,15714,"WAR","Warsaw, IN","IN",42,"small_airport",-3.22242999076843,140.97900390625,"ID","Waris-Papua Island","ID-PA","WAJR","","AS",1
"St. Catharines, Canada: Niagara District",2,7,16023,"YCM","St. Catharines, Canada","ON",936,"medium_airport",43.1916999816895,-79.1716995239258,"CA","St Catharines","CA-ON","CYSN","","NA",321
"Peterborough, Canada: Peterborough Airport",10,7,16156,"YPQ","Peterborough, Canada","ON",936,"medium_airport",44.2299995422363,-78.3632965087891,"CA","Peterborough","CA-ON","CYPQ","","NA",628
"Sudbury, Canada: Sudbury Airport",1,7,16188,"YSB","Sudbury, Canada","ON",936,"medium_airport",46.625,-80.7988967895508,"CA","Sudbury","CA-ON","CYSB","","NA",1141
"Monroeville, AL: Monroe County",1,7,16527,"MVC","Monroeville, AL","AL",51,"small_airport",31.4580001831,-87.3509979248,"US","Monroeville","US-AL","KMVC","MVC","NA",419
"Whistler, Canada: Green Lake",1,7,16570,"YWS","Whistler, Canada","BC",906,"seaplane_base",50.1436004638672,-122.948997497559,"CA","Whistler","CA-BC","CAE5","CAE5","NA",2100
"Padang Sidempuan, Indonesia: Aek Godang",1,6,10177,"AEG","Padang Sidempuan, Indonesia","",832,"medium_airport",1.40009999275208,99.4304962158203,"ID","Padang Sidempuan-Sumatra Island","ID-SU","WIME","","AS",922
"Ann Arbor, MI: Ann Arbor Municipal",2,6,10348,"ARB","Ann Arbor, MI","MI",43,"small_airport",42.2229995728,-83.7455978394,"US","Ann Arbor","US-MI","KARB","ARB","NA",839
"London, United Kingdom: Biggin Hill",5,6,10730,"BQH","London, United Kingdom","",493,"medium_airport",51.3307991028,0.0324999988079,"GB","London","GB-ENG","EGKB","","EU",598
"Cadillac, MI: Wexford County",36,6,10867,"CAD","Cadillac, MI","MI",43,"small_airport",44.2752990723,-85.4188995361,"US","Cadillac","US-MI","KCAD","CAD","NA",1307
"Deauville, France: Deauville Normandie",3,6,11371,"DOL","Deauville, France","",427,"medium_airport",49.3652992249,0.154305994511,"FR","Deauville","FR-P","LFRG","","EU",479
"Seoul, South Korea: Gimpo International",1,6,11945,"GMP","Seoul, South Korea","",778,"large_airport",37.5583000183,126.791000366,"KR","Seoul","KR-11","RKSS","","AS",58
"Gold Beach, OR: Gold Beach Municipal",1,6,11959,"GOL","Gold Beach, OR","OR",92,"small_airport",42.41339874,-124.4240036,"US","Gold Beach","US-OR","K4S1","4S1","NA",20
"Mitiga, Libya: Mitiga International",1,6,13331,"MJI","Mitiga, Libya","",538,"medium_airport",32.894100189209,13.2760000228882,"LY","Tripoli","LY-TB","HLLM","","AF",36
"Big Port Walter, AK: Big and Little Port Walter",2,6,14322,"PWR","Big Port Walter, AK","AK",1,"seaplane_base",56.3810005188,-134.651000977,"US","Port Walter","US-AK","PWR","PWR","NA",0
"Rostov, Russia: Rostov Airport",2,6,14587,"ROV","Rostov, Russia","",475,"medium_airport",47.2582015991,39.8180999756,"RU","Rostov-on-Don","RU-ROS","URRR","","EU",280
"Toulon/Hyeres, France: Hyeres Le Palyvestre",4,6,15254,"TLN","Toulon/Hyeres, France","",427,"medium_airport",43.0973014832,6.14602994919,"FR","Toulon/Hyères/Le Palyvestre","FR-U","LFTH","","EU",7
"Tours, France: Tours Val de Loire",2,6,15365,"TUF","Tours, France","",427,"medium_airport",47.4322013855,0.727605998516,"FR","Tours/Val de Loire (Loire Valley)","FR-F","LFOT","","EU",357
"Verona, Italy: Villafranca",4,6,15631,"VRN","Verona, Italy","",450,"large_airport",45.3956985473633,10.888500213623,"IT","Verona","IT-34","LIPX","","EU",239
"Charlo, Canada: Charlo Airport",2,6,16022,"YCL","Charlo, Canada","NB",946,"medium_airport",47.9907989501953,-66.3302993774414,"CA","Charlo","CA-NB","CYCL","","NA",132
"Gaspe, Canada: Michel Pouliot",1,6,16064,"YGP","Gaspe, Canada","QC",941,"medium_airport",48.7752990723,-64.4785995483,"CA","Gaspé","CA-QC","CYGP","","NA",112
"Marathon, Canada: Marathon Airport",1,6,16195,"YSP","Marathon, Canada","ON",936,"medium_airport",48.755298614502,-86.3443984985352,"CA","Marathon","CA-ON","CYSP","","NA",1035
"Alma, Canada: Chesterfield Inlet",1,6,16203,"YTF","Alma, Canada","QC",941,"medium_airport",48.5088996887,-71.6418991089,"CA","Alma","CA-QC","CYTF","","NA",445
"Smithers, Canada: Smithers Airport",1,6,16258,"YYD","Smithers, Canada","BC",906,"medium_airport",54.8246994018555,-127.182998657227,"CA","Smithers","CA-BC","CYYD","","NA",1712
"Aarhus, Denmark: Aarhus Airport",1,5,10130,"AAR","Aarhus, Denmark","",419,"medium_airport",56.2999992371,10.6190004349,"DK","Aarhus","DK-82","EKAH","","EU",82
"Akure, Nigeria: Akure Airport",1,5,10248,"AKR","Akure, Nigeria","",555,"medium_airport",7.24673986434937,5.30101013183594,"NG","Akure","NG-ON","DNAK","","AF",1100
"Annette, AK: Annette Island",3,5,10307,"ANN","Annette, AK","AK",1,"medium_airport",55.0424003601074,-131.572006225586,"US","Annette","US-AK","PANT","ANN","NA",119
"Wausau, WI: Wausau Downtown",1,5,10424,"AUW","Wausau, WI","WI",45,"medium_airport",44.9262008667,-89.6266021729,"US","Wausau","US-WI","KAUW","AUW","NA",1201
"Alexandria, MN: Chandler Field",115,5,10449,"AXN","Alexandria, MN","MN",63,"medium_airport",45.8662986755,-95.3946990967,"US","Alexandria","US-MN","KAXN","AXN","NA",1425
"Baku, Azerbaijan: Heydar Aliyev International",5,5,10482,"GYD","Baku, Azerbaijan","",407,"large_airport",40.4674987792969,50.0466995239258,"AZ","Baku","AZ-BA","UBBB","","AS",10
"Basse Terre, Guadeloupe: Baillif",1,5,10500,"BBR","Basse Terre, Guadeloupe","",235,"small_airport",16.0132999420166,-61.7421989440918,"GP","Basse Terre","GP-U-A","TFFB","","NA",59
"Bilbao, Spain: Bilbao Airport",1,5,10623,"BIO","Bilbao, Spain","",482,"medium_airport",43.3011016845703,-2.91060996055603,"ES","Bilbao","ES-PV","LEBB","","EU",138
"Cat Cay, The Bahamas: Cat Cay Airport",1,5,11223,"CXY","Cat Cay, The Bahamas","",204,"small_airport",25.6000003814697,-79.2669982910156,"BS","Cat Cay","BS-BI","MYCC","","NA",""
"Danville, VA: Danville Regional",2,5,11261,"DAN","Danville, VA","VA",38,"medium_airport",36.5728988647461,-79.3360977172852,"US","Danville","US-VA","KDAN","DAN","NA",571
"Dalhart, TX: Dalhart Municipal",1,5,11309,"DHT","Dalhart, TX","TX",74,"medium_airport",36.0225982666,-102.54699707,"US","Dalhart","US-TX","KDHT","DHT","NA",3991
"Augusta, GA: Daniel Field",2,5,11358,"DNL","Augusta, GA","GA",34,"medium_airport",33.4664993286,-82.0393981934,"US","Augusta","US-GA","KDNL","DNL","NA",423
"Chenega, AK: Chenega Airport",13,5,11501,"EGA","Chenega, AK","AK",1,"small_airport",-6.9179,146.1053,"PG","Engati","PG-MPL","AYEN","EGT","OC",3715
"Gove, Australia: Gove Airport",1,5,11968,"GOV","Gove, Australia","",802,"medium_airport",-12.2693996429,136.817993164,"AU","Nhulunbuy","AU-NT","YPGV","","OC",192
"Mikonos Island, Greece: Mikonos",2,5,12516,"JMK","Mikonos Island, Greece","",433,"medium_airport",37.4351005554199,25.3481006622314,"GR","Mykonos Island","GR-82","LGMK","","EU",405
"Karup, Denmark: Karup Airport",1,5,12792,"KRP","Karup, Denmark","",419,"medium_airport",56.2975006103516,9.12462997436523,"DK","Karup","DK-82","EKKA","","EU",170
"Ottumwa, IA: Ottumwa Regional",4,5,13965,"OTM","Ottumwa, IA","IA",61,"medium_airport",41.10660172,-92.44789886,"US","Ottumwa","US-IA","KOTM","OTM","NA",845
"Mahe Islands, Seychelles: Seychelles International",1,5,14759,"SEZ","Mahe Islands, Seychelles","",570,"medium_airport",-4.67433977127075,55.521800994873,"SC","Mahe Island","SC-20","FSIA","","AF",10
"San Fernando, Venezuela: San Fernando de Apure",1,5,14763,"SFD","San Fernando, Venezuela","",388,"medium_airport",7.88331985473633,-67.4440002441406,"VE","Inglaterra","VE-C","SVSR","","SA",154
"Sarajevo, Bosnia and Herzegovina: Sarajevo Airport",2,5,14835,"SJJ","Sarajevo, Bosnia and Herzegovina","",410,"large_airport",43.8246002197266,18.3314990997314,"BA","Sarajevo","BA-BIH","LQSA","","EU",1708
"Statesboro, GA: Statesboro-Bulloch County",2,5,15141,"TBR","Statesboro, GA","GA",34,"small_airport",32.4827003479,-81.7369003296,"US","Statesboro","US-GA","KTBR","TBR","NA",187
"Tokeen, AK: Tokeen Airport",2,5,15235,"TKI","Tokeen, AK","AK",1,"seaplane_base",55.9370994568,-133.32699585,"US","Tokeen","US-AK","57A","57A","NA",""
"Taos, NM: Taos Regional",1,5,15342,"TSM","Taos, NM","NM",86,"small_airport",36.45819855,-105.6719971,"US","Taos","US-NM","KSKX","SKX","NA",7095
"Sherbrooke, Canada: Sherbrooke Airport",15,5,16189,"YSC","Sherbrooke, Canada","QC",941,"medium_airport",45.4385986328125,-71.6913986206055,"CA","Sherbrooke","CA-QC","CYSC","","NA",792
"Salmon Arm, Canada: Salmon Arm Airport",5,5,16194,"YSN","Salmon Arm, Canada","BC",906,"medium_airport",50.6828002929688,-119.228996276855,"CA","Salmon Arm","CA-BC","CZAM","","NA",1751
"Durban, South Africa: King Shaka International",1,5,16475,"DUR","Durban, South Africa","",562,"large_airport",-29.6144444444,31.1197222222,"ZA","Durban","ZA-NL","FALE","","AF",295
"Santo Domingo, Dominican Republic: Dr. Joaquin Balaguer International",1,5,16533,"JBQ","Santo Domingo, Dominican Republic","",224,"medium_airport",18.5725002288818,-69.9856033325195,"DO","La Isabela","DO-01","MDJB","","NA",98
"Eagle Nest, NM: Angel Fire",2,4,10455,"AXX","Eagle Nest, NM","NM",86,"small_airport",36.422000885,-105.290000916,"US","Angel Fire","US-NM","KAXX","AXX","NA",8380
"Antalya, Turkey: Antalya Airport",1,4,10461,"AYT","Antalya, Turkey","",679,"large_airport",36.8987007141113,30.800500869751,"TR","Antalya","TR-07","LTAI","","AS",177
"Bishop, CA: Eastern Sierra Regional",125,4,10617,"BIH","Bishop, CA","CA",91,"medium_airport",37.3731002808,-118.363998413,"US","Bishop","US-CA","KBIH","BIH","NA",4124
"Bequia, Saint Vincent and the Grenadines: J. F. Mitchell",1,4,10734,"BQU","Bequia, Saint Vincent and the Grenadines","",279,"medium_airport",12.9884004593,-61.2620010376,"VC","Bequia","VC-06","TVSB","","NA",15
"Boswell Bay, AK: Boswell Bay Airport",1,4,10769,"BSW","Boswell Bay, AK","AK",1,"small_airport",60.4230995178,-146.145996094,"US","Boswell Bay","US-AK","AK97","AK97","NA",230
"Bartlesville, OK: Bartlesville Municipal",7,4,10811,"BVO","Bartlesville, OK","OK",73,"small_airport",36.76250076,-96.01119995,"US","Bartlesville","US-OK","KBVO","BVO","NA",711
"Caen, France: Caen Carpiquet",1,4,10956,"CFR","Caen, France","",427,"medium_airport",49.1733016967773,-0.449999988079071,"FR","Caen/Carpiquet","FR-P","LFRK","","EU",256
"Dijon, France: Dijon Longvic",1,4,11314,"DIJ","Dijon, France","",427,"medium_airport",47.268901825,5.09000015259,"FR","Dijon/Longvic","FR-D","LFSD","","EU",726
"Greenwood, SC: Greenwood County",1,4,11978,"GRD","Greenwood, SC","SC",37,"small_airport",34.2486991882,-82.1591033936,"US","Greenwood","US-SC","KGRD","GRD","NA",631
"Ekuk, AK: Ekuk Airport",2,4,12716,"KKU","Ekuk, AK","AK",1,"small_airport",58.8111991882,-158.559005737,"US","Ekuk","US-AK","KKU","KKU","NA",30
"Lathrop, CA: Sharpe AFF",1,4,13070,"LRO","Lathrop, CA","CA",91,"closed",37.8379166667,-121.272805556,"US","Lathrop","US-CA","","","NA",55
"Preveza, Greece: Aktio",1,4,14311,"PVK","Preveza, Greece","",433,"medium_airport",38.9254989624023,20.7653007507324,"GR","Preveza/Lefkada","GR-34","LGPZ","","EU",11
"Lyndonville, VT: Caledonia County",1,4,14347,"LLX","Lyndonville, VT","VT",16,"small_airport",44.5690994263,-72.0179977417,"US","Lyndonville","US-VT","KCDA","CDA","NA",1188
"Peachtree City, GA: Atlanta Regional Falcon Field",8,4,14430,"QQT","Peachtree City, GA","GA",34,"heliport",69.9958611087,-51.3009166718,"GL","Qeqertaq","GL-U-A","BGQE","","NA",69
"Rotterdam, Netherlands: Rotterdam Airport",2,4,14639,"RTM","Rotterdam, Netherlands","",461,"medium_airport",51.9569015503,4.43722009659,"NL","Rotterdam","NL-ZH","EHRD","","EU",-15
"Saransk, Russia: Saransk Airport",1,4,14864,"SKX","Saransk, Russia","",475,"medium_airport",54.125129699707,45.2122573852539,"RU","Saransk","RU-MO","UWPS","","EU",676
"Taipei, Taiwan: Taipei Songshan",1,4,15335,"TSA","Taipei, Taiwan","",781,"medium_airport",25.0694007873535,121.552001953125,"TW","Taipei City","TW-TPE","RCSS","","AS",18
"Waterford, Ireland: Waterford Airport",1,4,15716,"WAT","Waterford, Ireland","",441,"medium_airport",52.187198638916,-7.08695983886719,"IE","Waterford","IE-WD","EIWF","","EU",119
"San Juan, AK: San Juan Airport",5,4,15850,"WSJ","San Juan, AK","AK",1,"seaplane_base",57.7304000854,-153.320999146,"US","San Juan","US-AK","WSJ","WSJ","NA",0
"Wiseman, AK: Wiseman Airport",2,4,15852,"WSM","Wiseman, AK","AK",1,"small_airport",67.4046020508,-150.123001099,"US","Wiseman","US-AK","WSM","WSM","NA",1180
"Colville Lake, Canada: Colville Lake Tommy Kochon",2,4,16021,"YCK","Colville Lake, Canada","NT",931,"small_airport",67.0333023071289,-126.083000183105,"CA","Colville Lake","CA-NT","CEB3","CEB3","NA",850
"Sarnia, Canada: Chris Hadfield",2,4,16276,"YZR","Sarnia, Canada","ON",936,"medium_airport",42.9994010925293,-82.3088989257812,"CA","Sarnia","CA-ON","CYZR","","NA",594
"Bromont, Canada: Bromont Roland Desourdy",1,4,16290,"ZBM","Bromont, Canada","QC",941,"medium_airport",45.2907981873,-72.7414016724,"CA","Bromont","CA-QC","CZBM","","NA",375
"Barcelos, Brazil: Barcelos Airport",1,4,16460,"BAZ","Barcelos, Brazil","",316,"small_airport",-0.981292009353638,-62.9196014404297,"BR","Barcelos","BR-AM","SWBC","SWBC","SA",112
"Bengkulu, Indonesia: Fatmawati Soekarno",1,3,10652,"BKS","Bengkulu, Indonesia","",832,"medium_airport",-3.8636999130249,102.338996887207,"ID","Bengkulu-Sumatra Island","ID-BE","WIPL","","AS",50
"Cannes, France: Cannes Mandelieu",2,3,10942,"CEQ","Cannes, France","",427,"medium_airport",43.5419998168945,6.9534797668457,"FR","Cannes/Mandelieu","FR-U","LFMD","","EU",13
"Chiang Mai, Thailand: Chiang Mai International",1,3,11091,"CNX","Chiang Mai, Thailand","",782,"large_airport",18.7667999268,98.962600708,"TH","Chiang Mai","TH-50","VTCC","","AS",1036
"Houston, TX: David Wayne Hooks Memorial",1,3,11453,"DWH","Houston, TX","TX",74,"small_airport",30.0618000031,-95.5528030396,"US","Houston","US-TX","KDWH","DWH","NA",152
"Bergerac, France: Bergerac Roumaniere",1,3,11502,"EGC","Bergerac, France","",427,"medium_airport",44.8252983093262,0.518611013889313,"FR","Bergerac/Roumanière","FR-B","LFBE","","EU",171
"Grosseto, Italy: Grosseto Airport",1,3,11987,"GRS","Grosseto, Italy","",450,"medium_airport",42.7597007751465,11.0719003677368,"IT","Grosetto","IT-52","LIRS","","EU",17
"Gothenburg, Sweden: Gothenburg City",4,3,11993,"GSE","Gothenburg, Sweden","",484,"medium_airport",57.7747001647949,11.870400428772,"SE","Gothenburg","SE-Q","ESGP","","EU",59
"Mackay, Australia: Mackay Airport",1,3,13357,"MKY","Mackay, Australia","",802,"medium_airport",-21.1716995239,149.179992676,"AU","Mackay","AU-QLD","YBMK","","OC",19
"Marana, AZ: Pinal Airpark",36,3,13587,"MZJ","Marana, AZ","AZ",81,"small_airport",32.5106010437,-111.32800293,"US","Marana","US-AZ","KMZJ","MZJ","NA",1893
"Paros, Greece: Paros Airport",1,3,14015,"PAS","Paros, Greece","",433,"small_airport",37.0102996826,25.1280994415,"GR","Paros Island","GR-82","LGPA","","EU",131
"Pamplona, Spain: Pamplona Airport",1,3,14178,"PNA","Pamplona, Spain","",482,"medium_airport",42.7700004577637,-1.64632999897003,"ES","Pamplona","ES-NA","LEPP","","EU",1504
"Rio Grande, Argentina: Rio Grande Airport",1,3,14514,"RGA","Rio Grande, Argentina","",303,"medium_airport",-53.7777,-67.7494,"AR","Rio Grande","AR-V","SAWE","GRA","SA",65
"Tangier, Morocco: Tanger Ibn Batouta International",3,3,15280,"TNG","Tangier, Morocco","",548,"medium_airport",35.7268981934,-5.91689014435,"MA","Tangier","MA-TNG","GMTT","","AF",62
"Miramichi, Canada: Miramichi Airport",1,3,16019,"YCH","Miramichi, Canada","NB",946,"medium_airport",47.0078010559082,-65.4492034912109,"CA","Miramichi","CA-NB","CYCH","","NA",108
"Red Deer, Canada: Red Deer Regional",1,3,16165,"YQF","Red Deer, Canada","AB",916,"medium_airport",52.182201385498,-113.893997192383,"CA","Red Deer","CA-AB","CYQF","","NA",2968
"Aberdeen, United Kingdom: Aberdeen Dyce",1,2,10147,"ABZ","Aberdeen, United Kingdom","",493,"large_airport",57.2019004821777,-2.19777989387512,"GB","Aberdeen","GB-SCT","EGPD","","EU",215
"Girdwood, AK: Girdwood Airport",2,2,10344,"AQY","Girdwood, AK","AK",1,"small_airport",60.9660987854,-149.12600708,"US","Girdwood","US-AK","AQY","AQY","NA",150
"Austin/Albert Lea, MN: Austin Municipal",1,2,10417,"AUM","Austin/Albert Lea, MN","MN",63,"small_airport",43.66500092,-92.93340302,"US","Austin","US-MN","KAUM","AUM","NA",1234
"Bartow, FL: Bartow Municipal",1,2,10722,"BOW","Bartow, FL","FL",33,"small_airport",27.9433994293,-81.7834014893,"US","Bartow","US-FL","KBOW","BOW","NA",125
"Basco, Philippines: Basco Airport",1,2,10764,"BSO","Basco, Philippines","",766,"medium_airport",20.4512996674,121.980003357,"PH","Basco","PH-CAG","RPUO","","AS",291
"Blakely Island, WA: Blakely Island Airport",6,2,10844,"BYW","Blakely Island, WA","WA",93,"small_airport",48.5789985657,-122.825996399,"US","Blakely Island","US-WA","38WA","38WA","NA",66
"Cabo Frio, Brazil: Cabo Frio Airport",4,2,10952,"CFB","Cabo Frio, Brazil","",316,"small_airport",-22.9216995239,-42.0742988586,"BR","Cabo Frio","BR-RJ","SBCB","","SA",23
"Catania, Italy: Catania-Fontanarossa",1,2,11161,"CTA","Catania, Italy","",450,"large_airport",37.4668006896973,15.0663995742798,"IT","Catania","IT-82","LICC","","EU",39
"Florianopolis, Brazil: Hercilio Luz",1,2,11698,"FLN","Florianopolis, Brazil","",316,"large_airport",-27.6702785491943,-48.5525016784668,"BR","Florianópolis","BR-SC","SBFL","","SA",16
"Greven, Germany: Munster/Osnabruck",1,2,11712,"FMO","Greven, Germany","",429,"large_airport",52.134601593,7.68483018875,"DE","Münster","DE-NW","EDDG","","EU",160
"Gibraltar, Gibraltar: Gibraltar Airport",1,2,11914,"GIB","Gibraltar, Gibraltar","",431,"medium_airport",36.1511993408,-5.34965991974,"GI","Gibraltar","GI-U-A","LXGB","","EU",15
"Westerland-Sylt, Germany: Sylt",1,2,12042,"GWT","Westerland-Sylt, Germany","",429,"medium_airport",54.9132003784,8.34047031403,"DE","Westerland","DE-SH","EDXW","","EU",51
"Humberside, United Kingdom: Humberside Airport",1,2,12240,"HUY","Humberside, United Kingdom","",493,"medium_airport",53.5744018554688,-0.350832998752594,"GB","Grimsby","GB-ENG","EGNJ","","EU",121
"Inverness, United Kingdom: Inverness Airport",2,2,12350,"INV","Inverness, United Kingdom","",493,"medium_airport",57.5424995422363,-4.0475001335144,"GB","Inverness","GB-SCT","EGPE","","EU",31
"Isle of Man, United Kingdom: Isle of Man Airport",1,2,12353,"IOM","Isle of Man, United Kingdom","",493,"medium_airport",54.0833015441895,-4.6238899230957,"IM","Castletown","IM-U-A","EGNS","","EU",52
"Lulea, Sweden: Kallax",3,2,13011,"LLA","Lulea, Sweden","",484,"large_airport",65.5438003540039,22.1219997406006,"SE","Luleå","SE-BD","ESPA","","EU",65
"Magangue, Colombia: Magangue Airport",1,2,13278,"MGN","Magangue, Colombia","",327,"medium_airport",9.28474,-74.8461,"CO","Magangué","CO-BOL","SKMG","MGN","SA",178
"Maastricht, Netherlands: Maastricht Airport",10,2,13491,"MST","Maastricht, Netherlands","",461,"large_airport",50.9117012024,5.77014017105,"NL","Maastricht","NL-LI","EHBK","","EU",375
"Nantes, France: Nantes Atlantique",1,2,13757,"NTE","Nantes, France","",427,"medium_airport",47.1531982422,-1.61073005199,"FR","Nantes","FR-R","LFRS","","EU",90
"Navegantes, Brazil: Ministro Victor Konder International",1,2,13777,"NVT","Navegantes, Brazil","",316,"medium_airport",-26.8799991607666,-48.6514015197754,"BR","Navegantes","BR-SC","SBNF","","SA",18
"Nykoping, Sweden: Skavsta",3,2,13786,"NYO","Nykoping, Sweden","",484,"medium_airport",58.7886009216309,16.9122009277344,"SE","Stockholm / Nyköping","SE-D","ESKN","","EU",140
"Ostend, Belgium: Oostende",165,2,13957,"OST","Ostend, Belgium","",409,"medium_airport",51.1988983154,2.8622200489,"BE","Ostend","BE-VWV","EBOS","","EU",13
"Perm, Russia: Bolshoe Savino",1,2,14063,"PEE","Perm, Russia","",475,"medium_airport",57.9145011901855,56.0211982727051,"RU","Perm","RU-PER","USPP","","EU",404
"Perugia, Italy: Perugia Airport",1,2,14064,"PEG","Perugia, Italy","",450,"medium_airport",43.0959014892578,12.5131998062134,"IT","Perugia","IT-55","LIRZ","","EU",697
"St. Moritz, Switzerland: Samedan",1,2,14904,"SMV","St. Moritz, Switzerland","",486,"medium_airport",46.5340995788574,9.88411045074463,"CH","","CH-GR","LSZS","","EU",5600
"San Cristobal, Mexico: San Cristobal de Las Casas",1,2,15111,"SZT","San Cristobal, Mexico","",148,"small_airport",16.690299987793,-92.5300979614258,"MX","","MX-CHP","MMSC","","NA",7707
"Narsarsuaq, Greenland: Narsarsuaq Airport",1,2,15421,"UAK","Narsarsuaq, Greenland","",975,"medium_airport",61.1604995728,-45.4259986877,"GL","Narsarsuaq","GL-U-A","BGBW","","NA",112
"Washington, PA: Washington County",1,2,15847,"WSG","Washington, PA","PA",23,"small_airport",40.1365013123,-80.2901992798,"US","Washington","US-PA","KAFJ","AFJ","NA",1184
"Montreal, Canada: Montreal International (Mirabel)",817,2,16128,"YMX","Montreal, Canada","QC",941,"medium_airport",45.6795005798,-74.0386962891,"CA","Montréal","CA-QC","CYMX","","NA",270
"Pembroke, Canada: Pembroke Airport",1,2,16201,"YTA","Pembroke, Canada","ON",936,"medium_airport",45.8643989562988,-77.2517013549805,"CA","Pembroke","CA-ON","CYTA","","NA",529
"Queenstown, New Zealand: Queenstown Airport",1,2,16320,"ZQN","Queenstown, New Zealand","",851,"medium_airport",-45.0210990906,168.738998413,"NZ","Queenstown","NZ-OTA","NZQN","","OC",1171
"Agadir, Morocco: Inezgane",2,1,10196,"AGA","Agadir, Morocco","",548,"medium_airport",30.3250007629395,-9.41306972503662,"MA","Agadir","MA-AGD","GMAD","","AF",250
"Akron, OH: Akron Fulton International",1,1,10238,"AKC","Akron, OH","OH",44,"medium_airport",41.0374984741,-81.4669036865,"US","Akron","US-OH","KAKR","AKR","NA",1067
"Berlin, Germany: Berlin Metropolitan Area",1,1,10549,"BER","Berlin, Germany","",429,"closed",52.3513888889,13.4938888889,"DE","Berlin","DE-BR","EDDB","","EU",157
"Big Lake, AK: Big Lake Airport",1,1,10580,"BGQ","Big Lake, AK","AK",1,"small_airport",31.1989002228,-101.472999573,"US","Big Lake","US-TX","KE41","E41","NA",2706
"Bastia, France: Bastia Poretta",1,1,10611,"BIA","Bastia, France","",427,"medium_airport",42.5527000427246,9.48373031616211,"FR","Bastia/Poretta","FR-H","LFKB","","EU",26
"Belaga, Malaysia: Belaga Airport",1,1,10664,"BLG","Belaga, Malaysia","",749,"small_airport",2.65000009537,113.766998291,"MY","Belaga","MY-13","WBGC","","AS",200
"Barquisimeto, Venezuela: Barquisimeto International",2,1,10745,"BRM","Barquisimeto, Venezuela","",388,"medium_airport",10.0427465438843,-69.3586196899414,"VE","Barquisimeto","VE-K","SVBM","","SA",2042
